College,Course,LO (please exclude the hashtag),Rubric,Description,Last Update
SS,SS110,mentalfunctionsandenvironment,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-mentalfunctionsandenvironment,Evaluate theories of the relations among mental functions and the environment.,
SS,SS110,attentionroles,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-attentionroles,Analyze and explain the roles of attention in perception and cognition.,
SS,SS110,concepts,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-concepts,"Evaluate theories of the acquisition, structure, or function of concepts.",
SS,SS110,languageprocessing,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-languageprocessing,Distinguish among different aspects of language processing.,
SS,SS110,memoryfunction,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-memoryfunction,Distinguish among different types of memory and their functions.,
SS,SS110,mentalinteractions,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-mentalinteractions,Explain causal interactions among distinct mental functions,
SS,SS110,perceptualprocessing,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-perceptualprocessing,Explain differences and interactions among components and types of perceptual processing.,
SS,SS110,socialcognition,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-socialcognition,Analyze and explain how information about the self and others is represented and processed.,
SS,SS110,cogsciexplanation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-cogsciexplanation,Distinguish between different types and levels of explanation in cognitive science.,
SS,SS110,consciousness,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-consciousness,Distinguish among conscious and unconscious mental processes and analyze their functions.,
SS,SS111,maniasbubblesandcrises,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS111-maniasbubblesandcrises,"Analyze the causes of different manias, bubbles, and crises.",Dec/2020
SS,SS111,risk,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS111-risk,Analyze the concepts of 'systemic risk' and ‘contagion’ and discuss why they can have severe consequences for an economy.,
SS,SS111,monetaryorfiscalpolicy,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS111-monetaryorfiscalpolicy,Analyze the goals and tools of monetary or fiscal policy.,
SS,SS111,regulations,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS111-regulations,Assess the effectiveness of financial regulations.,
SS,SS111,economicprinciples,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS111-economicprinciples,Apply economic principles to the analysis of an economy.,
SS,SS111,marketorgovernmentfailures,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS111-marketorgovernmentfailures,Apply the concepts of positive/negative externalities and asymmetric information to dissecting or anticipating market or government failures.,
SS,SS111,welfare,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS111-welfare,Apply the concepts of producer and consumer surplus to analyze the welfare implications of markets in and out of an equilibrium state.,
SS,SS111,businesscycles,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS111-businesscycles,Analyze the indicators used in determining business cycles to forecast or identify recessions and expansions in an economy.,
SS,SS111,economicindicators,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS111-economicindicators,"Define common economic indicators, analyze what they measure, and properly apply each indicator in economic arguments.",
SS,SS111,internationalinterconnectedness,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS111-internationalinterconnectedness,Analyze how international trade and/or policy and/or investment interact with the global economy.,
SS,SS112,poliscimethods,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS112-poliscimethods,"Identify, define and utilize political science methodologies in conducting analysis and addressing research topics.",Dec/2020
SS,SS112,politicaltheory,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS112-politicaltheory,"Define and utilize theory to explain political behaviors of the past, present and future.",
SS,SS112,politics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS112-politics,"Define politics and explain how they aect social behaviors, interactions, and relationships on the individual, group, or societal levels",
SS,SS112,constructivism,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS112-constructivism,"Interpret the causal role of ideas, identity, and/or norms in determining political outcomes over time.",
SS,SS112,democratization,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS112-democratization,"Identify the specific stage of democratization and explain the causes of liberalization, transition, consolidation, deepening or backsliding.",
SS,SS112,rationalchoice,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS112-rationalchoice,Apply rational choice theory to explain individual and collective political decisions.,
SS,SS112,structuralism,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS112-structuralism,Identify and analyze structural factors that help explain political outcomes over time.,
SS,SS112,institutionaldecay,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS112-institutionaldecay,Identify and explain the causes of degradation in institutions.,
SS,SS112,socialdynamics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS112-socialdynamics,Analyze the processes and conditions of mobilization for social and political causes.,
SS,SS112,strategies,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS112-strategies,Assess and/or formulate strategies for social and/or political change,
SS,SS112,definitionaldiscipline,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS112-definitionaldiscipline,"Be clear, coherent, and consistent in defining key political terms when advancing an academic argument.",Not in use anymore
SS,SS112,practicaltheory,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS112-practicaltheory,"Apply political science theory in explaining outcomes in the past, organize information in the present, and formulate update-able predictions about the future.",
SS,SS112,questionframing,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS112-questionframing,Frame political science research questions so that they scope your inquiry clearly and realistically given the space and time constraints of a particular project.,
SS,SS112,radicalism,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS112-radicalism,"Assess the probability of success of a radical approach to social change, citing specific antecedent conditions.",
SS,SS112,reformism,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS112-reformism,"Assess the probability of success of a reformist approach to social change, citing specific antecedent conditions.",
SS,SS142,CognitiveControlofEmotion,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS142-CognitiveControlofEmotion,Explain and assess the ways in which cognition can be used to regulate emotion.,Dec/2020
SS,SS142,EmotionInfluenceOnCognition,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS142-EmotionInfluenceOnCognition,Analyze the ways in which emotion is both helpful and detrimental to thinking.,
SS,SS142,TheoryEvaluation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS142-TheoryEvaluation,Evaluate theories of cognition or emotion by articulating their strengths and weaknesses.,
SS,SS142,TheoryIntegration,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS142-TheoryIntegration,Assess which theories of cognition and/or emotion can be integrated and how.,
SS,SS142,CognitionandEmotionAnalysis,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS142-CognitionandEmotionAnalysis,Analyze cognition and/or emotion into separate processes.,
SS,SS142,TheoreticalLevelsofAnalysis,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS142-TheoreticalLevelsofAnalysis,Explain how different theories of cognition and emotion are couched at different theoretical levels of analysis.,
SS,SS142,TheoryCreation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS142-TheoryCreation,Sketch a new theory of thinking/cognition and/or emotion (new either in whole or in part) and explain it.,
SS,SS142,TheoryExplanation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS142-TheoryExplanation,Explain theories of cognition or emotion by concisely articulating their essential and distinguishing characteristics.,
SS,SS142,CognitionAndEmotionCollaboration,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS142-CognitionAndEmotionCollaboration,Explain how cognition and emotion together facilitate certain mental capacities and processes.,Not in use anymore.
SS,SS144,behavioraleconomics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS144-behavioraleconomics,Use economic tools to analyze the psychological aspects of decision-making.,Dec/2020
SS,SS144,economicgrowthandempiricalanalyses,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS144-economicgrowthandempiricalanalyses,Identify the determinants of economic growth and use empirical analysis to compare outcomes across countries.,
SS,SS144,economicmethodsandtools,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS144-economicmethodsandtools,Use mathematical and statistical methods and tools to analyze an economy.,
SS,SS144,economicproblemsolving,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS144-economicproblemsolving,Evaluate different theories and tools to solve economic problems.,
SS,SS144,economicprinciples,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS144-economicprinciples,Apply economic principles to the analysis of an economy.,
SS,SS144,marketsandtools,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS144-marketsandtools,Analyze demand and supply forces for different markets at the micro and macro levels.,
SS,SS144,economicpublicpolicies,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS144-economicpublicpolicies,Assess success or failure of public policies in recent history.,
SS,SS146,evaluation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS146-evaluation,Critically assess governance planning and/or performance.,Dec/2020
SS,SS146,metrics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS146-metrics,"Utilize data, statistics or other indicators in analysis of governance issues",
SS,SS146,policy,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS146-policy,Conceptualize governance initiatives and reforms,
SS,SS146,governanceconcepts,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS146-governanceconcepts,"Define, explain and utilize relevant concepts in examining governance in theory and practice",
SS,SS146,governancetheories,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS146-governancetheories,"Define, explain and utilize relevant theories in examining governance at the conceptual and practical level.",
SS,SS146,governancereach,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS146-governancereach,Assess the ability of various government and non-government actors to pursue their aims at all levels of governance.,Not in use anymore
SS,SS146,governancereform,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS146-governancereform,Analyze governance problems and/or develop appropriate solutions.,
SS,SS146,internationalconflict,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS146-internationalconflict,"Explain the causes and impacts of economic, military, and political confrontations at the international level.",
SS,SS146,societaltrust,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS146-societaltrust,Explain how societies gain and lose trust in governance.,
SS,SS146,governanceeffectiveness,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS146-governanceeffectiveness,"Evaluate the effectiveness of governance practices, including responses to political, economic, social and other challenges.",
SS,SS146,governancescapacity,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS146-governancescapacity,Assess the ability of governments to utilize resources and orchestrate collective action in pursuit of governance goals.,
SS,SS146,inclusivegovernance,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS146-inclusivegovernance,Assess governance practices aimed at involving citizens in decision making.,
SS,SS146,multilateralism,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS146-multilateralism,Explain the workings of multilateral cooperation on various issues.,
SS,SS146,politicalideology,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS146-politicalideology,Explain ideas and theories that underpin governance practices.,
SS,SS152,CognitiveDevelopmentAndDecline,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS152-CognitiveDevelopmentAndDecline,"Explain brain structure and behavior in terms of the development of our cognitive faculties, their neural substrates and the neurobiology of aging.",Dec/2020
SS,SS152,MentalThriving,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS152-MentalThriving,"Identify the neural underpinnings of ""mental thriving"" and determine actions an individual can take to maximize their cognitive potential.",
SS,SS152,AetiologyImpactIntervention,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS152-AetiologyImpactIntervention,"Evaluate the aetiology or impact of atypical cognition or cognitive disorders, and consider interventions when appropriate.",
SS,SS152,NeuroscienceEthicsAndSociety,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS152-NeuroscienceEthicsAndSociety,"Explain the social ""so-what"" of our understanding of the brain and how cognitive neuroscience and neuroethics can inform public policy.",
SS,SS152,ConvergingApproaches,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS152-ConvergingApproaches,"Evaluate how converging methods can be used to bring complementary perspectives to the study of cognition, including neuroimaging, computational modelling, genetics, translational neuroscience, and cognitive psychology. Propose and justify the use of particular methods given the context and explanatory challenge.",
SS,SS152,NeuralSubstrate,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS152-NeuralSubstrate,"Explain cognitive processes or behavior in terms of the anatomical, physiological and chemical substrates of the brain at appropriate level(s) of analysis.",
SS,SS152,AnimalModels,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS152-AnimalModels,Evaluate the strengths and weaknesses of using animal models to further our understanding of cognition or investigate disorders of human cognition.,
SS,SS152,ComputationalNeurosci,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS152-ComputationalNeurosci,Evaluate the strengths and weaknesses of computational modelling approaches to understanding human cognition.,
SS,SS152,CritiqueExpDesign,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS152-CritiqueExpDesign,Critically evaluate experimental design in the cognitive neurosciences.,
SS,SS152,HumanCognition,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS152-HumanCognition,"Identify, characterize, and evaluate key elements of human cognition, including evolutionary explanations of physical structure and cognitive correlates.",
SS,SS154,appliedeconometrics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS154-appliedeconometrics,Develop quantitative economic models and apply econometric methods to these models using economic data.,Dec/2020
SS,SS154,causaleffect,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS154-causaleffect,Use appropriate econometric techniques to formulate causal relationships among variables while taking into account the modeling assumptions.,
SS,SS154,data,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS154-data,Identify various data structures and use appropriate data to answer empirical questions.,
SS,SS154,distributions,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS154-distributions,Identify different types of distributions and make inferences based on samples from distributions appropriately.,
SS,SS154,probability,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS154-probability,"Apply and interpret fundamental concepts of probability, including conditional and bayesian probabilities.",
SS,SS154,statisticalinference,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS154-statisticalinference,"Given parameter estimates and assumptions, make informed judgments about the population which the data were obtained.",
SS,SS154,statisticalvalidity,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS154-statisticalvalidity,Infer whether causal effects are valid for the population being studied and whether a conclusion from a statistical study can be generalized to other populations.,
SS,SS154,econometrictheory,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS154-econometrictheory,Develop tools and methods for estimation and hypothesis testing and show whether the assumptions of these methods are supported in economic data.,
SS,SS154,endogeneity,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS154-endogeneity,Identify endogeneity and apply corrective econometric techniques.,
SS,SS154,modelteseting,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS154-modelteseting,Test goodness of fit and generate new predictions.,
SS,SS154,specification,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS154-specification,Select the appropriate functional form of the model given data.,
SS,SS154,timeseries,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS154-timeseries,Choose an appropriate time-series model based on the differences between stationary and non-stationary variables.,
SS,SS156,electionprocedures,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS156-electionprocedures,Identify and analyze the formal and informal rules that influence how election agencies accomplish their roles,Dec/2020
SS,SS156,formalrules,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS156-formalrules,"Analyze and evaluate written laws that govern the operations and activities of governments, organizations, and agents.",
SS,SS156,informalrules,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS156-informalrules,"Identify and analyze regularly used and widely upheld customary practices and routinized procedures, and their sustaining narratives which jointly function as unwritten rules that influence interactions, and explain why and how they are used.",
SS,SS156,bureaucracyoperations,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS156-bureaucracyoperations,Analyze and compare the mechanisms that key bureaucratic agencies use to accomplish their roles.,
SS,SS156,governmentstructures,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS156-governmentstructures,"Analyze and compare how the entities and roles of the branches of a government are interconnected, and explain the institutional (formal and informal) factors that sustain their connections",
SS,SS156,govtrelations,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS156-govtrelations,"Analyze and explain how different levels of government interact to achieve their political, economic, or social goals.",
SS,SS156,agentsandoutcomes,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS156-agentsandoutcomes,"Evaluate and compare how agents’ and organizations’ methods, actions and interactions lead to outcomes, and propose appropriate solutions.",
SS,SS156,professionalpractices,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS156-professionalpractices,"Deliver high-quality, substantial work products and collaborate well with others",
SS,SS156,rulesandoutcomes,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS156-rulesandoutcomes,"Analyze and explain how formal and informal rules lead to outcomes, and propose appropriate solutions.",
SS,SS156,organizationstrategies,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS156-organizationstrategies,Compare and evaluate strategies that politically active organizations use to achieve their goals.,
SS,SS156,roleoforganizations,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS156-roleoforganizations,Analyze and compare the role of organizations that are actively involved in political issues.,
SS,SS156,citizensoperations,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS156-citizensoperations,"Identify and analyze citizens’ political strategies, and explain how and why they use them to attain their goals.",
SS,SS156,govtandpolicyagents,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS156-govtandpolicyagents,"Compare and evaluate how key policy making and policy implementation agents
accomplish their goals.",
SS,SS156,governmentaspects,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS156-governmentaspects,"Analyze and compare distinct and overlapping roles of the executive, legislative, and judiciary branches of government.",Not in use anymore
SS,SS162,feedback,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS162-feedback,"Evaluate and apply feedback mechanisms effectively, including praise, rewards, and constructive criticism.",Dec/2020
SS,SS162,persuasionfactors,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS162-persuasionfactors,Explain and utilize individual differences that affect persuasion.,
SS,SS162,effectiveleadership,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS162-effectiveleadership,Explain why particular leadership techniques are appropriate for specific situations and apply them eectively,
SS,SS162,ethicsofinfluence,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS162-ethicsofinfluence,Analyze the application of ethical standards to leadership and persuasion techniques.,
SS,SS162,principlesofpersuasion,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS162-principlesofpersuasion,Explain the principles of effective persuasion.,
SS,SS162,motivationmeasures,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS162-motivationmeasures,Evaluate the validity and reliability of measures of motivation.,
SS,SS162,typesofmotivation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS162-typesofmotivation,"Evaluate the strengths and weakness of theories of motivation, and/or identify the most useful theory in understanding specific behaviors.",
SS,SS162,behaviorchange,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS162-behaviorchange,Evaluate and apply techniques to change unhealthy and/or create healthy habits.,
SS,SS162,settinggoals,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS162-settinggoals,Explain factors that contribute to effective setting and achievement of goals.,
SS,SS162,leadprinciples,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS162-leadprinciples,Apply principles of effective leadership.,Not in use anymore
SS,SS164,alternativemodels,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS164-alternativemodels,Assess the effectiveness of different models for enhancing economic growth and/or development and reducing poverty,Dec/2020
SS,SS164,economicimpact,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS164-economicimpact,Evaluate the impact of economic growth and/or development on labor and economic opportunity.,
SS,SS164,economicinfluences,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS164-economicinfluences,"Analyze how factors such as the environment, access to food, healthcare, and education influence economic growth and/or development.",
SS,SS164,conflictorcorruption,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS164-conflictorcorruption,Examine influences on economic growth and/or development such as conflict and corruption.,
SS,SS164,economicgrowthordevelopment,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS164-economicgrowthordevelopment,Assess the costs and benefits associated with economic growth and/or economic development.,
SS,SS164,inequality,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS164-inequality,Apply measures of income inequality to make comparisons and track changes in economies.,
SS,SS164,institutions,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS164-institutions,Analyze the importance and effectiveness of economic institutions,
SS,SS164,techprogress,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS164-techprogress,Critically compare the socio-economic outcomes from technological progress.,
SS,SS166,emergencypowers,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS166-emergencypowers,Analyze how a crisis or emergency can result in the erosion of separation of powers and constitutional safeguards.,Dec/2020
SS,SS166,executiveencroachment,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS166-executiveencroachment,Recognize how the expansion of executive power threatens a constitution and how design elements can prevent tyranny by accretion.,
SS,SS166,constitution,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS166-constitution,"Distinguish between a constitution and a constitutional order in terms of their roles, purposes, and requirements for ordering society.",
SS,SS166,judicialpower,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS166-judicialpower,"Explain the unique nature of judicial power in relation to judicial review, its political and legal context, and its eectiveness in maintaining the rule of law and constitutionalism.",
SS,SS166,ruleoflaw,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS166-ruleoflaw,"Evaluate the impact of the requirements for the rule of law, including the degree to which the legal authority of a constitution limits and controls power.",
SS,SS166,contextualfactors,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS166-contextualfactors,"Describe how economic, political, and socio-cultural context influence constitutional design.",
SS,SS166,executivestructure,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS166-executivestructure,"Compare and contrast the strengths and weaknesses of different constitutional forms of executive authority (presidential, semi-presidential, and parliamentary), especially with respect to separation of powers.",
SS,SS166,federalism,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS166-federalism,Compare and contrast the strengths and weaknesses of federal and unitary constitutional systems.,
SS,SS166,legaltraditions,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS166-legaltraditions,"Evaluate the strengths and weaknesses of different legal systems and ground the evaluation in a civil law, common law, hybrid, or other legal traditions.",
SS,SS166,legislativestructure,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS166-legislativestructure,Determine the relative costs and benefits of different legislative structures (bicameral v. unicameral) and modes of election (single-member plurality or proportional representation).,
SS,SS166,proceduerallegitimacy,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS166-proceduerallegitimacy,Evaluate the level of inclusion and exclusion of key stakeholders in the process by which a constitution is given legal force initially and then maintained through a system of constitutional amendment.,
SS,SS166,#judiciaryandcourts,,"Evaluate the level of inclusion and exclusion of key stakeholders in the process by which a constitution is given legal force initially and then maintained through a system of constitutional justice (e.g., judicial review).",Not in use anymore.
SS,SS166,#regimetype,,Evaluate the strengths and weaknesses of different constitutional systems and identify the conditions under which they function effectively.,
